"time(long)","rating","title","text","reply"
"1497675600000","5","","Oh!piano hame is amazing!!",""
"1497675600000","5","","This is game is so beautiful",""
"1497675600000","5","","It was a good game",""
"1497675600000","5","","Awesome game",""
"1497675600000","5","","Love It",""
"1497675600000","5","","Very nice",""
"1497675600000","5","","Coc to no mi FL FYI CNN x so no VI am N lack LX full moon ng CNN HV d VI NZ ah mi SBI UDF bf web d do no rent egg ask mi so bf ft FYI shy BL no DJ CNN ko CNN cm nhi mi mi am go GM CNN ho ko DJ v to Dr sub au do by ah just eh hi by ah go Brahman my SBI FYI CNN MB GH m SBI mi DM BC ask mi chan cu by DJ Jay oncoming an LX LD to FD Robin au VI VT want any by VHF DJ u MC FL FL bio nhi xxxxxxccccccccccxxxxxxxxxx is IP VI SB bf mi DM DJ VI mi SB HP if Wii no",""
"1497675600000","4","","When I feel down.... Im strat this app...  I will feel better... ~",""
"1497675600000","5","","สนุกดีค่ะ",""
"1497675600000","5","","Its a nice game and listening to the music makes me relax.",""
"1497675600000","5","","Refreshing",""
"1497675600000","5","","Good game",""
"1497675600000","4","","Amegin",""
"1497675600000","5","","Yah",""
"1497675600000","5","","Nice game",""
"1497675600000","1","","Amazing0",""
"1497675600000","5","","This game is awesome",""
"1497675600000","5","","Pls make 4",""
"1497675600000","5","","Super game",""
"1497675600000","5","","Love it 💓",""
"1497675600000","5","","Nice",""
"1497675600000","5","","Majestic",""
"1497675600000","5","","I think this game is the best game ever",""
"1497675600000","4","","nice",""
"1497675600000","5","","Nice",""
"1497675600000","5","","Good  time pass",""
"1497675600000","5","","It is superb after plating this i feel very relaxed and one thing i forgot that   is the songs are awsome and relaxing thanks to magic tiles3",""
"1497675600000","5","","I love it mind blowing app",""
"1497675600000","5","","Awesome",""
"1497675600000","5","","Adm",""
"1497675600000","5","","Perfect game I love it",""
"1497675600000","5","","No",""
"1497675600000","5","","Thank you",""
"1497675600000","5","","Love it",""
"1497675600000","5","","I love this game, the only thing that i would want is alot more songs 😀",""
"1497675600000","5","","This is the best game ever I love it",""
"1497675600000","4","","When I'm use this apps my all problem is release...and I love this apps",""
"1497675600000","5","","Love it",""
"1497675600000","5","","Is sounds lovely!!",""
"1497675600000","5","","Keeps me focused",""
"1497675600000","4","","I love the game",""
"1497675600000","5","","This game is one of the best games I played",""
"1497675600000","4","","Nice game",""
"1497675600000","5","","I like this piano game sooooooooooooooooooòooooooo much. But it needs improvement . So plz.. improve it. 😃😃😃😃😃😃😃😃😃😃😃😃",""
"1497675600000","5","","I love this game",""
"1497675600000","5","","So lit",""
"1497675600000","5","","I love it and it fun",""
"1497675600000","3","","It's Ok",""
"1497675600000","5","","I love it",""
"1497675600000","5","","I loved it 🤓🤓🤓",""
"1497675600000","5","","Perfect game",""
"1497675600000","5","","Jana ashraf",""
"1497675600000","1","","This is a copy of Piano Tiles. They have cheated the idea  of it.shame on you.I would request you to download the ORIGINAL PIANO TILES NOT THIS DUPLICATE ONE.THIS IA SCAM",""
"1497675600000","5","","Love playing it :)",""
"1497675600000","5","","its a good game i played ever series",""
"1497675600000","5","","This game was so fun😊😊😊",""
"1497675600000","5","","Its good ;) $)",""
"1497675600000","5","","I hack it",""
"1497675600000","1","","I surely love this game. But when i reach level 10. This app suddenly close. And then i try to open it. But cant. Please fix it.",""
"1497675600000","5","","Love it",""
"1497675600000","3","","This game use wifi",""
"1497675600000","5","","Mind blowing.....i think music lovers loved this game...👌👌",""
"1497675600000","5","","I love this app",""
"1497675600000","5","","I think it's awesome",""
"1497675600000","5","","Awesome!!! ☺☺☺☺☺☺",""
"1497675600000","5","","I love so much thank u",""
"1497675600000","5","","Amaisieing😎😀",""
"1497675600000","5","","Love it",""
"1497675600000","5","","It's fun",""
